applicant_name,age,income,loan_amount,credit_score,employment_length,debt_to_income_ratio,home_ownership,loan_purpose,employment_status,loan_default
Manish Agarwal,31,445125,253163,509,11.0,0.20765680294465544,RENT,debt_consolidation,self_employed,1
Arun Ghosh,43,243206,154683,545,1.0,0.11454270713090234,OWN,home_improvement,employed,0
Vikram Reddy,29,387402,210397,569,6.0,0.1167313476277949,MORTGAGE,other,employed,0
Rekha Reddy,65,877691,139631,700,6.0,0.09104519195143222,OWN,home_improvement,employed,0
Shweta Nair,25,805847,112507,653,0.0,0.06357532318049208,MORTGAGE,home_improvement,retired,0
Deepak Kumar,43,435330,146122,633,1.0,,MORTGAGE,business,employed,0
Ramesh Nair,47,423563,157863,664,3.0,0.3659416881588754,RENT,other,retired,1
Vijay Banerjee,44,1132499,83731,709,2.0,0.14935551004168418,RENT,debt_consolidation,employed,0
Anjali Reddy,37,573996,229608,716,12.0,0.3136887606425261,MORTGAGE,other,self_employed,1
Kavita Pillai,38,375531,53802,759,2.0,0.11379679911428749,MORTGAGE,debt_consolidation,self_employed,1
Anjali Patel,40,216856,482109,832,13.0,0.03328671964472307,RENT,education,self_employed,0
Manish Jain,38,538712,296781,647,3.0,0.3172269976696534,RENT,debt_consolidation,self_employed,1
Vikram Singh,51,669751,146619,597,16.0,0.14713731482082176,MORTGAGE,debt_consolidation,employed,0
Priya Shah,66,322601,163369,711,6.0,0.1428258262221564,MORTGAGE,education,employed,0
Deepak Ghosh,33,511755,183723,535,8.0,0.09601060442462271,MORTGAGE,home_improvement,unemployed,1
Neha Jain,23,368875,128583,582,0.0,0.24726603471694503,RENT,home_improvement,employed,1
Rekha Mishra,38,403520,175790,749,4.0,0.3072619248680402,MORTGAGE,home_improvement,retired,0
Dinesh Reddy,70,200000,153644,637,0.0,0.20133844851696575,RENT,business,employed,1
Sunita Chakraborty,30,395976,156731,529,,0.13093462752112614,MORTGAGE,debt_consolidation,employed,0
Shweta Reddy,59,718330,175007,501,4.0,0.14760738868354625,MORTGAGE,debt_consolidation,employed,0
Rajesh Mishra,60,322642,96238,654,6.0,0.13091511215464216,OWN,home_improvement,self_employed,0
Rashmi Mukherjee,33,454186,165351,764,0.0,0.3164369738780662,RENT,debt_consolidation,employed,0
Manish Chatterjee,46,303162,173751,762,3.0,0.22556437889344713,MORTGAGE,business,employed,1
Naresh Shah,59,529781,171363,661,4.0,0.11726089301067881,MORTGAGE,education,employed,0
Rashmi Sharma,35,397018,149293,850,0.0,0.07839252552733067,OWN,education,employed,0
Amit Menon,37,276614,256566,639,3.0,0.05918688412254463,MORTGAGE,home_improvement,employed,0
Vijay Pillai,33,861366,141285,636,6.0,0.0546728003854778,RENT,business,employed,0
Kavita Agarwal,27,703952,178247,393,0.0,0.037951680019268415,MORTGAGE,debt_consolidation,employed,0
Ajay Nair,32,326944,273462,605,7.0,0.12919690812873755,MORTGAGE,other,employed,0
Priya Verma,25,567442,157668,735,4.0,,RENT,business,employed,0
Meena Chatterjee,40,578796,177333,806,8.0,0.25187955733344325,MORTGAGE,debt_consolidation,retired,0
Divya Chatterjee,30,609961,156599,566,1.0,0.34277216874304395,MORTGAGE,debt_consolidation,self_employed,1
Meena Banerjee,42,200000,266985,696,8.0,0.06768862548588418,OWN,business,employed,0
Rahul Singh,21,731829,146812,754,0.0,0.2527537392776208,RENT,business,employed,0
Neha Kumar,43,332751,271941,651,2.0,0.13766897975884357,RENT,debt_consolidation,employed,1
Naresh Patel,50,369936,156148,421,1.0,0.17411055363317832,MORTGAGE,home_improvement,employed,1
Shweta Nair,18,1654386,115406,674,10.0,0.10173307978087234,OWN,business,retired,0
Ramesh Menon,44,514492,213576,726,6.0,0.22855645130952967,RENT,debt_consolidation,unemployed,1
Pooja Verma,54,364703,144081,555,0.0,0.064373878632523,MORTGAGE,home_improvement,employed,0
Deepak Verma,25,200000,208605,624,0.0,0.2420812511013004,RENT,debt_consolidation,employed,1
Ajay Banerjee,60,886363,54624,534,1.0,0.0860368199200111,OWN,debt_consolidation,retired,0
Rajesh Nair,45,225797,163094,392,0.0,0.1169991390207046,RENT,home_improvement,employed,0
Swati Shah,31,267876,135422,752,4.0,0.06572587548325527,MORTGAGE,education,employed,0
Amit Menon,39,374865,106371,649,5.0,0.08887349065771388,OWN,debt_consolidation,employed,0
Vijay Pillai,46,898251,130444,809,14.0,0.42823671189140744,MORTGAGE,education,self_employed,1
Ramesh Banerjee,40,651231,129381,735,15.0,0.13326549992699915,OWN,business,employed,0
Sanjay Ghosh,46,408840,159660,614,5.0,0.43093306342335574,RENT,home_improvement,employed,1
Anita Ghosh,28,516146,94190,641,0.0,0.1122562579511703,OWN,other,employed,0
Anjali Kumar,42,327684,184703,706,2.0,0.039306315068455826,OWN,other,employed,0
Anjali Menon,23,474409,281105,746,3.0,0.1432874035963981,MORTGAGE,business,employed,0
Pooja Reddy,38,458937,182110,682,3.0,0.15059813043096706,MORTGAGE,business,employed,1
Swati Nair,29,718114,224941,760,4.0,0.3023350515928569,MORTGAGE,debt_consolidation,employed,1
Ramesh Kumar,31,717543,252161,620,16.0,0.33921565024109895,RENT,other,employed,0
Rajesh Ghosh,54,566361,266891,550,10.0,,RENT,other,employed,0
Vijay Menon,53,369101,343882,643,0.0,0.079396061269426,OWN,education,retired,1
Vijay Verma,47,641081,133294,670,1.0,0.17153044142523347,MORTGAGE,debt_consolidation,employed,0
Priya Verma,26,422530,122101,529,8.0,0.1505183869402584,MORTGAGE,education,unemployed,1
Vikram Reddy,36,257568,222656,516,8.0,0.06457409566382127,MORTGAGE,debt_consolidation,employed,0
Geeta Chatterjee,54,361622,216058,694,1.0,0.19220540425793836,MORTGAGE,debt_consolidation,employed,0
Vijay Pillai,41,461512,221963,609,6.0,0.13324608180878222,RENT,education,employed,0
Vikram Ghosh,67,697395,346525,633,5.0,,MORTGAGE,other,employed,0
Naresh Mukherjee,44,403622,163496,614,3.0,0.3501672600830878,MORTGAGE,debt_consolidation,employed,1
Vikram Reddy,42,241687,193003,802,1.0,0.16212576373868576,OWN,debt_consolidation,employed,0
Sunita Ghosh,36,455144,109957,776,10.0,0.39698855237542413,MORTGAGE,debt_consolidation,employed,0
Arun Mishra,41,468236,382364,526,5.0,0.15903262005910537,MORTGAGE,other,unemployed,1
Deepak Ghosh,38,485492,142255,596,,0.13588594364044948,OWN,business,retired,0
Shweta Shah,48,700770,143876,735,6.0,0.05781874126326467,RENT,business,employed,0
Ajay Reddy,51,736350,141676,710,6.0,0.0916375007068162,OWN,home_improvement,employed,1
Vijay Mukherjee,30,328697,125748,645,,0.11800210155287663,MORTGAGE,home_improvement,employed,0
Swati Chatterjee,24,325113,121567,536,1.0,0.2961191138022897,MORTGAGE,debt_consolidation,self_employed,1
Mukesh Chakraborty,18,262997,131994,581,22.0,0.05547961356896093,RENT,debt_consolidation,retired,0
Meena Chatterjee,46,627442,94247,598,0.0,0.31417868978537944,MORTGAGE,education,employed,0
Dinesh Sharma,26,912925,118880,677,4.0,0.04863960189508888,RENT,home_improvement,self_employed,1
Pooja Reddy,18,377928,354897,820,5.0,0.2421084260131809,RENT,debt_consolidation,self_employed,0
Anita Singh,44,392104,218438,581,2.0,0.08806674832224604,OWN,business,self_employed,0
Neha Chakraborty,69,921162,235710,547,3.0,0.22718345727351705,OWN,debt_consolidation,self_employed,1
Meena Sharma,39,569650,260636,639,11.0,0.15256714397365587,RENT,home_improvement,employed,0
Divya Chatterjee,50,550244,338965,753,5.0,0.1451780181666044,MORTGAGE,debt_consolidation,self_employed,0
Sanjay Chakraborty,40,243906,80132,505,3.0,0.0727344330512534,MORTGAGE,education,employed,0
Ajay Jain,38,621172,99513,795,0.0,0.2586674391624819,OWN,debt_consolidation,self_employed,0
Shweta Verma,51,278015,118008,632,0.0,0.08830404384764629,RENT,home_improvement,employed,0
Ajay Chatterjee,36,250945,134875,576,0.0,0.061515455249646245,RENT,education,unemployed,1
Sneha Mukherjee,43,371987,144317,489,15.0,0.33707327514144786,RENT,business,self_employed,1
Suresh Ghosh,43,330084,136108,720,7.0,0.3015410794158471,RENT,home_improvement,employed,0
Ramesh Menon,31,396012,177677,632,17.0,0.26670803661132203,MORTGAGE,debt_consolidation,employed,0
Vikram Jain,51,215240,165068,667,0.0,0.04036966146274143,OWN,other,self_employed,0
Priya Chakraborty,37,714549,121889,559,5.0,0.11376054848581518,RENT,debt_consolidation,unemployed,0
Mukesh Singh,30,777503,68171,618,0.0,0.03729268049137194,RENT,education,employed,0
Rajesh Sharma,46,200000,109409,601,7.0,0.14645746632645787,MORTGAGE,other,retired,0
Manish Reddy,29,721601,130653,639,2.0,0.1942170595910739,OWN,debt_consolidation,employed,0
Neha Kumar,40,295001,147438,583,0.0,0.26662578531571607,OWN,debt_consolidation,self_employed,1
Neha Agarwal,39,679075,103583,496,4.0,0.13482230702495396,OWN,debt_consolidation,employed,0
Neha Mukherjee,53,427528,133743,850,,0.0815790069932885,RENT,debt_consolidation,employed,0
Ramesh Ghosh,45,448824,103528,513,5.0,0.1632303709869203,MORTGAGE,home_improvement,employed,0
Sunita Chatterjee,39,403306,154766,668,5.0,0.0792412488457526,RENT,home_improvement,self_employed,0
Rekha Verma,49,811033,105954,472,,0.2914402053554988,MORTGAGE,education,employed,0
Mukesh Kumar,56,238042,115894,450,24.0,0.18570291103414657,RENT,other,self_employed,1
Vijay Agarwal,46,599541,96425,659,2.0,0.17639271012012622,OWN,home_improvement,employed,0
Swati Reddy,40,767324,153062,667,3.0,0.3254900954845634,MORTGAGE,education,employed,0
Anita Chatterjee,24,632964,115084,776,8.0,0.1935905929057993,MORTGAGE,debt_consolidation,self_employed,0
Vijay Menon,27,1414588,233915,689,4.0,0.05702809279213375,RENT,debt_consolidation,employed,0
Arun Mishra,36,339600,191441,635,0.0,0.08947826655529365,OWN,debt_consolidation,employed,1
Manish Banerjee,32,714010,158270,555,9.0,0.17898455106531264,RENT,business,employed,0
Arun Banerjee,37,419557,118303,799,0.0,0.09297715076847372,MORTGAGE,other,employed,0
Pooja Patel,40,819707,189512,742,0.0,0.20432134942654642,MORTGAGE,other,employed,0
Divya Chatterjee,46,440715,214546,525,,0.2653803421361723,OWN,debt_consolidation,employed,1
Rajesh Jain,39,364419,172314,653,0.0,0.11151191580894666,RENT,debt_consolidation,employed,0
Sanjay Banerjee,45,850037,309118,664,0.0,0.06834876786119475,RENT,debt_consolidation,unemployed,1
Meena Jain,40,346008,195605,615,0.0,0.04893692097365888,MORTGAGE,debt_consolidation,employed,0
Meena Shah,18,218302,234554,727,2.0,0.22924909136165492,OWN,debt_consolidation,employed,0
Mukesh Agarwal,28,341661,171686,733,1.0,0.11788902287770765,RENT,debt_consolidation,employed,0
Mukesh Chatterjee,38,602905,213259,630,0.0,0.24867559446790857,MORTGAGE,debt_consolidation,employed,0
Arun Chatterjee,25,887371,118336,621,5.0,0.06298217856510006,RENT,debt_consolidation,employed,0
Pooja Banerjee,47,467691,135488,799,1.0,0.1878407928799921,RENT,debt_consolidation,employed,0
Sunita Patel,58,855206,187164,743,0.0,0.1945080395565967,RENT,business,employed,0
Meena Singh,54,224338,186621,657,2.0,0.035208724601084075,RENT,business,employed,0
Ajay Banerjee,37,354466,199395,487,,0.1353943681216797,OWN,other,employed,0
Deepak Menon,57,382970,252750,684,1.0,0.17202676285081336,MORTGAGE,home_improvement,employed,0
Dinesh Nair,41,417784,92043,719,2.0,0.13155166411843727,RENT,home_improvement,employed,0
Ramesh Kumar,35,461412,110218,374,5.0,0.22099560474625024,RENT,debt_consolidation,self_employed,1
Meena Verma,32,624967,178408,675,4.0,0.25243688437343587,RENT,debt_consolidation,employed,0
Meena Gupta,36,354192,121814,608,13.0,0.0848208781413423,RENT,business,employed,0
Pooja Pillai,35,474261,628510,627,3.0,0.23411207262260017,RENT,debt_consolidation,employed,0
Suresh Patel,42,432543,200043,559,3.0,0.10127948556129392,RENT,education,employed,0
Shweta Chatterjee,41,278467,157734,635,1.0,0.2186784091181217,RENT,education,unemployed,1
Rajesh Agarwal,40,417970,132430,789,7.0,0.21982082394758803,MORTGAGE,education,employed,0
Dinesh Banerjee,45,411749,134313,605,0.0,0.2814837560576333,RENT,business,employed,0
Sanjay Banerjee,54,407362,164728,746,3.0,0.06355977825568276,MORTGAGE,education,employed,0
Mukesh Patel,51,449494,170210,569,2.0,0.13559385410358984,RENT,home_improvement,employed,0
Vikram Singh,22,459473,135580,725,5.0,0.09224827656039014,MORTGAGE,business,employed,0
Divya Chakraborty,18,356415,145909,650,12.0,0.27006194690464297,MORTGAGE,home_improvement,employed,0
Kavita Jain,51,835977,278650,685,14.0,0.2433627070910778,MORTGAGE,debt_consolidation,employed,0
Priya Mukherjee,23,246535,283169,650,0.0,0.2869772234858085,RENT,debt_consolidation,employed,1
Kavita Jain,37,308511,180018,714,1.0,0.10621658676767258,RENT,home_improvement,employed,0
Priya Singh,25,1776191,95177,393,8.0,0.07854236442787733,MORTGAGE,debt_consolidation,self_employed,1
Neha Reddy,18,263288,201874,508,3.0,0.18027139717320043,OWN,other,employed,0
Mukesh Chatterjee,46,224835,303068,691,3.0,0.23767036037600708,RENT,debt_consolidation,employed,0
Anjali Kumar,49,638730,281506,445,,0.05345131281834373,MORTGAGE,debt_consolidation,self_employed,1
Rahul Banerjee,33,200000,218331,596,4.0,0.0874811975674386,MORTGAGE,home_improvement,unemployed,0
Sunita Mishra,18,393313,287497,644,17.0,0.15821293444856882,MORTGAGE,education,unemployed,0
Neha Chatterjee,33,1293564,166267,567,4.0,0.19603257510798744,RENT,home_improvement,employed,0
Rashmi Agarwal,44,204338,209240,580,3.0,0.14520044166622173,RENT,debt_consolidation,employed,0
Ramesh Shah,22,200000,123956,677,3.0,0.2258900451802079,OWN,home_improvement,employed,1
Arun Shah,42,209066,182938,750,8.0,0.23489904617637478,OWN,business,self_employed,1
Suresh Verma,39,693273,277011,554,4.0,0.3496244663446304,RENT,education,employed,1
Sunita Gupta,46,776373,128570,592,5.0,0.1614399368569266,OWN,education,employed,0
Suresh Chakraborty,41,342389,115314,576,17.0,0.2614849738916843,MORTGAGE,education,self_employed,1
Kavita Banerjee,28,622566,169226,407,4.0,0.1079314705247722,RENT,debt_consolidation,self_employed,1
Shweta Verma,54,886580,148647,664,2.0,0.2144112757096682,MORTGAGE,debt_consolidation,employed,0
Sunita Mishra,38,1081298,211009,743,5.0,0.14825836536696294,OWN,other,employed,0
Neha Mishra,39,391144,135767,751,5.0,0.2344298806033568,OWN,debt_consolidation,employed,0
Sunita Verma,28,200000,323636,562,0.0,0.14893223988358928,RENT,debt_consolidation,employed,1
Dinesh Menon,34,293478,97161,524,3.0,0.05486905138266052,MORTGAGE,education,self_employed,1
Geeta Chatterjee,29,357395,268738,652,6.0,0.14440325340238366,RENT,business,employed,0
Sneha Shah,37,388687,119857,732,3.0,0.2706277412744145,MORTGAGE,home_improvement,employed,0
Naresh Verma,60,402749,79348,665,7.0,0.09051914337588678,OWN,debt_consolidation,unemployed,1
Rahul Shah,23,774092,179001,678,2.0,,OWN,debt_consolidation,employed,0
Ajay Ghosh,20,836694,146995,764,20.0,0.09574336867227252,MORTGAGE,education,employed,0
Anjali Reddy,57,406022,104417,576,1.0,0.22895148328735526,RENT,debt_consolidation,employed,0
Meena Pillai,37,766233,83070,628,,0.24698775764336522,OWN,home_improvement,self_employed,0
Suresh Banerjee,31,529046,162211,813,2.0,0.09457039416826578,OWN,education,employed,0
Vijay Chatterjee,52,456915,240466,630,3.0,0.14170453375196634,MORTGAGE,other,retired,0
Naresh Kumar,32,696116,205660,523,2.0,0.06406011053549054,MORTGAGE,other,employed,0
Rekha Mukherjee,61,458688,166488,583,1.0,0.2010016831407775,MORTGAGE,other,unemployed,0
Manish Patel,48,1237873,197114,556,5.0,0.09422750347317889,RENT,home_improvement,employed,1
Rajesh Singh,34,215516,160992,685,2.0,0.23027115023272743,RENT,other,employed,0
Arun Mishra,65,341948,91868,560,4.0,0.3775167511762348,RENT,business,employed,1
Shweta Pillai,32,415293,92193,677,7.0,0.12710906924168153,MORTGAGE,other,retired,0
Suresh Patel,48,551130,150051,576,7.0,,OWN,debt_consolidation,employed,0
Mukesh Mishra,43,833992,152624,437,2.0,0.07717866181683977,RENT,debt_consolidation,employed,1
Rahul Reddy,55,437049,228751,680,4.0,0.08329951839141905,MORTGAGE,home_improvement,self_employed,0
Geeta Shah,58,217267,220338,664,2.0,0.1860942075459812,MORTGAGE,education,employed,0
Ajay Agarwal,40,674183,207327,701,10.0,0.24912882944266734,RENT,home_improvement,unemployed,1
Sneha Ghosh,30,645305,145493,582,10.0,0.11319978624863475,MORTGAGE,other,employed,0
Rekha Menon,45,200000,93689,572,2.0,0.1471549797798105,RENT,debt_consolidation,employed,0
Dinesh Iyer,31,441572,191918,690,0.0,0.06959987156595547,RENT,debt_consolidation,self_employed,1
Vijay Reddy,64,200000,200800,801,0.0,0.21722214764593328,MORTGAGE,education,employed,0
Amit Menon,41,317322,62604,651,2.0,0.06820752021692654,OWN,business,self_employed,0
Anita Singh,35,281699,116572,692,4.0,0.20071722527363,MORTGAGE,home_improvement,employed,0
Sneha Kumar,42,663067,123448,617,5.0,0.047096261019797366,OWN,education,employed,0
Rashmi Reddy,23,469026,170644,495,2.0,0.18593351457406262,MORTGAGE,education,employed,0
Sunita Jain,28,232630,118025,746,5.0,0.05391925620502603,RENT,debt_consolidation,employed,0
Rahul Patel,54,686961,160290,740,13.0,0.005862188173829244,MORTGAGE,education,employed,0
Deepak Jain,32,216013,149609,721,5.0,0.07659129220674354,MORTGAGE,debt_consolidation,employed,0
Manish Patel,27,521808,152716,631,0.0,0.40509261220170983,OWN,business,employed,0
Arun Shah,46,294488,122203,709,4.0,0.22704397251550468,RENT,debt_consolidation,unemployed,1
Ajay Chakraborty,54,368487,126046,739,3.0,0.2810698660075678,RENT,debt_consolidation,employed,0
Rahul Patel,48,569284,105650,812,10.0,0.0766559639951163,MORTGAGE,home_improvement,unemployed,0
Suresh Nair,51,574195,189477,748,2.0,0.1785137396899768,OWN,debt_consolidation,retired,0
Mukesh Jain,30,863271,204524,656,2.0,0.0907887698491894,OWN,debt_consolidation,self_employed,0
Priya Singh,22,424587,119581,519,,0.10693226693580506,MORTGAGE,home_improvement,employed,0
Manish Shah,58,515671,299017,665,3.0,0.23196892884535725,MORTGAGE,home_improvement,unemployed,1
Sneha Menon,36,355446,143509,675,6.0,0.22211855586824464,OWN,debt_consolidation,employed,0
Anita Mukherjee,36,484559,300160,720,0.0,0.24811954373266046,MORTGAGE,debt_consolidation,employed,0
Sunita Shah,55,551139,125888,785,4.0,0.13188919366952015,OWN,debt_consolidation,retired,0
Mukesh Singh,46,421192,72357,640,0.0,,MORTGAGE,debt_consolidation,employed,0
Suresh Shah,45,200000,191162,850,1.0,0.1966482745889293,RENT,home_improvement,employed,1
Pooja Ghosh,65,522163,179767,474,5.0,0.1324020171344515,RENT,debt_consolidation,employed,1
Kavita Jain,32,530874,165009,691,0.0,0.05493751676686243,MORTGAGE,other,employed,0
Vikram Chatterjee,51,314869,125882,570,1.0,0.15510212374454369,RENT,debt_consolidation,employed,0
Vikram Pillai,40,232770,160519,459,6.0,0.08468202426879419,RENT,debt_consolidation,unemployed,1
Shweta Ghosh,43,925361,132653,629,5.0,,MORTGAGE,home_improvement,employed,0
Pooja Iyer,58,565645,144214,504,0.0,0.2877349798999835,OWN,debt_consolidation,employed,1
Mukesh Banerjee,46,394533,227897,633,4.0,0.12238549451608911,RENT,debt_consolidation,employed,1
Sunita Chatterjee,46,250567,175200,653,0.0,0.2156282108648289,MORTGAGE,education,employed,1
Ramesh Banerjee,52,293341,207727,761,1.0,0.16229250208042773,MORTGAGE,business,employed,0
Geeta Agarwal,35,848559,148338,499,3.0,0.11934573423700603,MORTGAGE,debt_consolidation,employed,0
Ramesh Jain,29,473937,141944,740,0.0,0.11571191981184328,OWN,home_improvement,employed,0
Anita Ghosh,27,335946,102601,659,25.0,0.2556903266432675,OWN,debt_consolidation,employed,0
Rekha Gupta,18,570828,140362,752,0.0,0.28329373413948566,OWN,home_improvement,employed,0
Vijay Pillai,64,294431,50000,606,7.0,0.2640540706890833,RENT,home_improvement,employed,0
Vijay Nair,26,936984,128529,516,8.0,0.12988778080008534,RENT,education,unemployed,1
Amit Chakraborty,37,870132,157510,528,25.0,0.363039436784135,RENT,education,employed,1
Anjali Verma,36,350358,203917,520,2.0,0.25704757418294943,MORTGAGE,other,employed,1
Dinesh Banerjee,43,323083,146170,697,10.0,0.06478100254297209,MORTGAGE,debt_consolidation,self_employed,0
Naresh Mukherjee,49,200000,187038,797,15.0,0.3406952068488123,OWN,home_improvement,employed,0
Rajesh Chakraborty,50,210914,68055,593,0.0,0.25170136328317827,RENT,debt_consolidation,self_employed,1
Swati Kumar,33,226446,159096,712,3.0,0.1100088825306483,RENT,education,employed,0
Sneha Reddy,37,473352,83133,497,0.0,0.2677887017068421,RENT,home_improvement,employed,0
Rekha Mukherjee,43,375826,100376,668,4.0,0.19430155384484493,MORTGAGE,debt_consolidation,employed,0
Manish Singh,37,225783,151014,716,4.0,,OWN,debt_consolidation,employed,0
Anita Agarwal,59,384391,271171,505,1.0,0.11464477616087607,MORTGAGE,debt_consolidation,employed,1
Mukesh Chakraborty,45,569588,188807,629,7.0,0.22325006979405326,OWN,education,employed,0
Rashmi Gupta,48,576032,163946,721,0.0,0.14345543147533218,MORTGAGE,debt_consolidation,employed,0
Naresh Mukherjee,47,200000,161488,356,,,MORTGAGE,business,employed,0
Manish Verma,54,414931,122338,783,0.0,0.12019000884448487,RENT,education,employed,0
Manish Kumar,42,221533,130928,685,5.0,0.14014767426688,OWN,education,self_employed,0
Vijay Iyer,24,694442,193097,721,0.0,0.1863690387204002,MORTGAGE,other,self_employed,1
Manish Chakraborty,44,654792,93513,608,1.0,0.07158980032745124,OWN,debt_consolidation,employed,0
Priya Banerjee,32,282373,206327,477,6.0,0.05600401115047048,OWN,home_improvement,employed,0
Manish Shah,33,301636,139329,703,1.0,0.028306985847190533,OWN,home_improvement,self_employed,0
Shweta Sharma,47,351289,226437,641,3.0,0.40162954753411845,OWN,debt_consolidation,unemployed,1
Deepak Patel,54,200000,239052,653,12.0,0.10044033358298941,OWN,education,employed,0
Dinesh Sharma,40,523338,83346,758,0.0,0.23621155371334437,RENT,business,employed,0
Shweta Agarwal,43,385994,128974,726,8.0,0.16285424941764362,MORTGAGE,home_improvement,employed,0
Ajay Gupta,60,718619,115588,842,0.0,0.17321853789439348,RENT,home_improvement,employed,0
Priya Iyer,42,255453,78818,665,0.0,0.11280464532867022,OWN,other,retired,0
Pooja Gupta,71,324629,107687,580,0.0,0.1593616125556722,RENT,debt_consolidation,employed,0
Swati Verma,46,208300,432138,631,25.0,0.11215527870489683,RENT,debt_consolidation,employed,1
Sunita Gupta,18,267762,207690,691,,0.14582951601585664,MORTGAGE,other,retired,0
Sunita Chatterjee,49,244998,350429,751,11.0,0.1619543351662636,MORTGAGE,debt_consolidation,employed,0
Priya Shah,44,727949,226758,503,23.0,0.31222030269643214,MORTGAGE,education,employed,0
Neha Mishra,55,312034,120965,650,2.0,0.4350267546793268,RENT,education,self_employed,1
Ramesh Kumar,48,470752,139705,810,4.0,0.06132238010796917,OWN,other,self_employed,0
Ramesh Iyer,38,365718,205947,625,,0.16937216168721095,RENT,debt_consolidation,employed,0
Pooja Menon,25,234513,193881,743,2.0,0.23029886743757982,OWN,other,employed,0
Manish Menon,37,406707,129193,699,0.0,0.24582141040934824,RENT,debt_consolidation,employed,0
Deepak Gupta,29,596927,88965,745,2.0,0.07759072179967882,MORTGAGE,debt_consolidation,self_employed,0
Anita Banerjee,33,241861,606284,569,7.0,0.13178948665909526,RENT,debt_consolidation,unemployed,1
Vikram Nair,47,663017,153820,569,7.0,0.1684354227045227,RENT,debt_consolidation,employed,0
Anjali Mishra,60,289276,142872,652,1.0,0.12003137797538044,MORTGAGE,other,employed,0
Swati Menon,44,347495,170302,496,0.0,0.16073113133469916,MORTGAGE,education,employed,1
Vijay Kumar,25,576852,147695,623,12.0,0.33123167064416276,RENT,home_improvement,employed,0
Shweta Jain,45,317515,170944,675,0.0,0.2869676720762722,RENT,debt_consolidation,employed,1
Dinesh Sharma,54,450803,272332,828,6.0,0.2610169745981572,MORTGAGE,home_improvement,employed,0
Ramesh Sharma,32,378001,154845,690,0.0,0.2194991075249048,OWN,debt_consolidation,employed,1
Meena Pillai,38,471976,102223,712,9.0,0.12940952707447995,MORTGAGE,debt_consolidation,self_employed,0
Anita Banerjee,40,200000,152564,766,11.0,0.12660873052974725,OWN,business,employed,0
Neha Banerjee,30,200000,135163,553,1.0,0.2151027358453439,RENT,education,employed,0
Deepak Jain,47,601982,287667,633,0.0,0.17823329151471715,RENT,home_improvement,employed,0
Kavita Pillai,38,743103,260002,850,3.0,0.26388517241852255,OWN,home_improvement,employed,0
Pooja Kumar,45,280619,169907,642,1.0,0.09926721428980782,MORTGAGE,business,employed,0
Sanjay Agarwal,29,391595,97587,761,2.0,0.09572512666750012,MORTGAGE,debt_consolidation,self_employed,0
Sunita Singh,34,512655,99672,746,5.0,0.14485855512572723,MORTGAGE,education,self_employed,1
Priya Iyer,48,625689,163742,502,1.0,0.3166345286691897,RENT,education,self_employed,0
Divya Sharma,35,200000,186191,681,2.0,0.05652790761787278,MORTGAGE,home_improvement,employed,0
Kavita Agarwal,60,284071,140105,664,7.0,0.30433532829479604,MORTGAGE,debt_consolidation,employed,0
Amit Singh,35,374636,134313,682,5.0,0.09619282813110593,MORTGAGE,home_improvement,self_employed,1
Divya Verma,42,628800,128396,574,1.0,0.19992482333157377,OWN,debt_consolidation,employed,0
Manish Ghosh,51,1542963,161238,538,5.0,0.26535635622478776,MORTGAGE,education,self_employed,0
Anita Verma,22,394745,62748,602,7.0,0.2586674903182397,OWN,debt_consolidation,unemployed,1
Kavita Verma,18,218930,104764,640,4.0,0.23731019051213367,OWN,debt_consolidation,employed,1
Deepak Pillai,21,540978,126649,768,1.0,0.28175922167549083,RENT,other,employed,1
Kavita Banerjee,55,856404,263814,831,0.0,0.08583023580603909,MORTGAGE,home_improvement,employed,0
Rajesh Verma,33,466963,117533,789,8.0,0.07466316512989996,MORTGAGE,education,employed,0
Vikram Mukherjee,70,281159,174938,736,8.0,0.08853364341782466,RENT,business,unemployed,0
Meena Jain,33,714256,178192,549,5.0,0.1583757201943796,OWN,debt_consolidation,employed,0
Dinesh Chakraborty,42,616474,273530,609,0.0,0.23907949216541055,OWN,debt_consolidation,employed,0
Arun Chakraborty,58,264860,269690,670,4.0,0.21481804552297662,MORTGAGE,education,unemployed,1
Divya Reddy,64,535369,159053,586,8.0,0.2803550277506371,MORTGAGE,education,employed,0
Kavita Shah,64,728419,134565,707,2.0,0.13982244641826302,OWN,debt_consolidation,unemployed,1
Naresh Kumar,54,798863,124799,722,1.0,0.2657958674587745,MORTGAGE,debt_consolidation,employed,0
Anita Mukherjee,52,427955,147794,703,,0.10226449993242184,RENT,education,unemployed,1
Kavita Iyer,47,369889,136815,752,8.0,0.22640591197084564,RENT,other,employed,0
Meena Patel,49,817198,203099,559,0.0,0.07681907605446234,RENT,education,employed,0
Priya Banerjee,33,241571,192552,743,4.0,,RENT,business,employed,0
Ajay Mishra,30,550889,206224,580,5.0,,MORTGAGE,other,employed,1
Suresh Iyer,39,223013,269335,555,4.0,0.28223127549933935,MORTGAGE,debt_consolidation,employed,1
Swati Chatterjee,37,753653,342884,703,5.0,0.34981590436726406,RENT,debt_consolidation,employed,0
Priya Nair,34,388861,171076,771,4.0,0.13100195168340437,MORTGAGE,debt_consolidation,self_employed,0
Suresh Menon,48,834252,252656,698,0.0,0.18966394042481183,MORTGAGE,other,self_employed,1
